"","object","original_response","cleaned_response","creativity"
"11230","brick","Om iets af te dekken","af dekken","2"
"11231","brick","iets afbakenen","afbakenen","2"
"11232","brick","als afbakening van iets","afbakening","2"
"11233","brick","afbreken tot kleinere steentjes","afbreken kleinere steentjes","1"
"11234","brick","afdrukken maken","afdrukken","3"
"11235","brick","als afdrukmiddel","afdrukmiddel","3"
"11236","brick","om een afluisterapparaat of camera in te doen","afluisterapparaat camera","3"
"11237","brick","Afscheiding voor vuur.","afscheiding vuur","2"
"11238","brick","het kan een afstandbediening zijn","afstandbediening","4"
"11239","brick","afstanden meten","afstanden meten","3"
"11240","brick","agressie uiten en de baksteen keihard op de grond gooien","agressie uiten baksteen keihard grond gooien","3"
"11241","brick","er iets anders van bouwen dan een huis (tafel, stoel... wel zwaar)","anders bouwen huis","2"
"11242","brick","als anker","anker","3"
"11243","brick","Als anker\","anker","3"
"11244","brick","als anker voor een klein bootje","anker klein bootje","3"
"11245","brick","Anker voor klein schip","anker klein schip","3"
"11246","brick","als armsteun","armsteun","3"
"11247","brick","asbak\","asbak","3"
"11248","brick","om een auto hoog te houden","auto hoog houden","3"
"11249","brick","autoraam inslaan","autoraam inslaan","2"
"11250","brick","badkamer mee betegelen","badkamer betegelen","2"
"11251","brick","badkamer mee kapot maken","badkamer kapot","2"
"11252","brick","om een badkuip mee te maken","badkuip","3"
"11253","brick","op je bagagedrager rekje leggen","bagagedrager rekje leggen","2"
"11254","brick","Je kunt de bak waar je je kerstboom in zit zwaarder maken met een baksteen","bak waar kerstboom zit zwaarder baksteen","3"
"11255","brick","om op te bakken","bakken","3"
"11256","brick","om te bakken","bakken","3"
"11257","brick","om te bakken in de oven","bakken oven","2"
"11258","brick","bakplaat als het heel erg heet is buiten","bakplaat heel erg heet buiten","3"
"11259","brick","als bakplaat bij verhitting","bakplaat verhitting","3"
"11260","brick","De baksteen achter je autowiel zetten zodat hij niet wegrijdt als je handrem niet meer werkt.","baksteen achter autowiel zetten zodat niet wegrijdt handrem niet werkt","3"
"11261","brick","baksteen om je auto omhoog te houdenn","baksteen auto omhoog houden","3"
"11262","brick","baksteen bakken in de oven","baksteen bakken oven","2"
"11263","brick","een baksteen van het balkon laten vallen","baksteen balkon laten vallen","2"
"11264","brick","Een baksteen beschilderen.","baksteen beschilderen","3"
"11265","brick","Een baksteen bespugen.","baksteen bespugen","2"
"11266","brick","de bakstaan bijsnijden/ kleiner maken","baksteen bijsnijden kleiner","2"
"11267","brick","Een baksteen om je bloemenperk leggen, nu kunnen slakken er minder makkelijk overheen.","baksteen bloemenperk leggen slakken minder makkelijk overheen","3"
"11268","brick","baksteen gebruiken voor boekenplankhouder","baksteen boekenplank houder","2"
"11269","brick","Een baksteen als boekensteun laten fungeren.","baksteen boekensteun laten fungeren","2"
"11270","brick","baksteen gebruiken als bord","baksteen bord","3"
"11271","brick","baksteen gebruiken voor het bouwen van een dam","baksteen bouwen dam","2"
"11272","brick","Je kunt de baksteen als bouwsteen gebruiken.","baksteen bouwsteen","1"
"11273","brick","baksteen breken en in stukjes slaan","baksteen breken stukjes slaan","1"
"11274","brick","de baksteen is bruikbaar als communicatiemiddel: baksteen door iemands ruit.","baksteen bruikbaar communicatiemiddel baksteen iemands ruit","4"
"11275","brick","De baksteen is bruikbaar als onderzetter","baksteen bruikbaar onderzetter","2"
"11276","brick","baksteen met chinese vechtsport door midden slaan","baksteen Chinese vechtsport midden slaan","3"
"11277","brick","een baksteen als computerverhoging gebruiken","baksteen computerverhoging","3"
"11278","brick","een baksteen van het dak af laten glijden","baksteen dak af laten glijden","2"
"11279","brick","baksteen om de deur mee open te houden","baksteen deur open houden","2"
"11280","brick","Een abksteen als deurmat gebruiken.","baksteen deurmat","3"
"11281","brick","Je kunt een baksteen doormidden slaan (voor vechtsporters)","baksteen doormidden slaan","3"
"11282","brick","baksteen gebruiken als drumbel","baksteen dumbell","3"
"11283","brick","baksteen in emmer met water stoppen","baksteen emmer water stoppen","2"
"11284","brick","baksteen eten","baksteen eten","4"
"11285","brick","baksteen filmen, figurantenrol","baksteen filmen figurantenrol","4"
"11286","brick","op een baksteen gaan staan","baksteen gaan staan","2"
"11287","brick","baksteen op gaan zitten","baksteen gaan zitten","2"
"11288","brick","De baksteen kan gebruikt worden in een blokkenspel voor kinderen","baksteen gebruikt blokkenspel kinderen","3"
"11289","brick","de baksteen kan gebruikt worden als kunstobject","baksteen gebruikt kunstobject","2"
"11290","brick","baksteen kan gebruikt worden als onderzetter voor een wegwerp bbq-set","baksteen gebruikt onderzetter wegwerp barbecue set","3"
"11291","brick","baksteen gebruiken voor gewicht","baksteen gewicht","2"
"11292","brick","baksteen gooien","baksteen gooien","2"
"11293","brick","baksteen gooien naar die dikke trol van gister","baksteen gooien dikke trol gister","2"
"11294","brick","baksteen gooien naar die kutmeneer van gister","baksteen gooien kut meneer gister","2"
"11295","brick","De baksteen goud verven zodat hij op een goudstaaf lijkt.","baksteen goud verven zodat goudstaaf lijkt","4"
"11296","brick","baksteen gebruiken als hamer","baksteen hamer","2"
"11297","brick","baksteen gebruiken als hamer om spijker mee in muur te slaan","baksteen hamer spijker muur slaan","2"
"11298","brick","Over een baksteen heen lopen.","baksteen heen lopen","2"
"11299","brick","Over een baksteen heen rijden.","baksteen heen rijden","2"
"11300","brick","Over een baksteen heen rijden met de auto.","baksteen heen rijden auto","2"
"11301","brick","Een baksteen als herbarium gebruiken","baksteen herbarium","4"
"11302","brick","baksteen hok mee maken","baksteen hok","2"
"11303","brick","een baksteen op je hoofd laten balanceren","baksteen hoofd laten balanceren","3"
"11304","brick","baksteen op me hoofd leggen","baksteen hoofd leggen","2"
"11305","brick","een baksteen op je hoofd leggen en balancerend ermee gaan lopen","baksteen hoofd leggen balancerend gaan lopen","3"
"11306","brick","baksteen huis mee bouwen","baksteen huis bouwen","1"
"11307","brick","een baksteen naar iemands hoofd gooien","baksteen iemands hoofd gooien","2"
"11308","brick","baksteen gebruiken voor het ingooien van een ruit","baksteen ingooien ruit","2"
"11309","brick","een baksteen inpakken met pakpapier","baksteen inpakken pakpapier","3"
"11310","brick","baksteen gebruiken voor kapstok","baksteen kapstok","3"
"11311","brick","de baksteen kleertjes aantrekken en aanspreken met ' meneer'","baksteen kleertjes aantrekken aanspreken meneer","4"
"11312","brick","baksteen knuffelen","baksteen knuffelen","4"
"11313","brick","baksteen laten vallen in sloot","baksteen laten vallen sloot","2"
"11314","brick","de baksteen kan als logo dienen voor een bouwbedrijf","baksteen logo dienen bouwbedrijf","4"
"11315","brick","met een baksteen een losse tand eruit slaan","baksteen losse tand eruit slaan","3"
"11316","brick","baksteen als model in een fotoshoot","baksteen model fotoshoot","4"
"11317","brick","baksteen om een mozaike test bij bestrating te maken","baksteen mozaïek test bestrating","3"
"11318","brick","baksteen muur mee maken","baksteen muur","1"
"11319","brick","baksteen om een muurtje mee te metselen","baksteen muurtje metselen","1"
"11320","brick","baksteen gebruiken als muziekinstrument","baksteen muziekinstrument","3"
"11321","brick","baksteen onder je voet binden als plateauzool","baksteen onder voet binden plateauzool","4"
"11322","brick","Je kunt een baksteen als ondersteen gebruiken in een BBQ","baksteen ondersteen barbecue","2"
"11323","brick","baksteen gebruiken als onderzetter","baksteen onderzetter","1"
"11324","brick","baksteen als opstapje gebruiken","baksteen opstapje","2"
"11325","brick","De baksteen gebruiken als opstapje voor kinderen in de keuken (bijv. voor de wasbak). Een baksteen verschuift niet omdat hij zwaar is, in tegenstelling tot die plastic kinderopstapjes.","baksteen opstapje kinderen keuken baksteen verschuift niet zwaar tegenstelling plastic kinderopstapjes","3"
"11326","brick","Een baksteen optillen.","baksteen optillen","2"
"11327","brick","baksteen in oven warm maken","baksteen oven warm","2"
"11328","brick","baksteen in prullenbak gooien","baksteen prullenbak gooien","2"
"11329","brick","Baksteen door een raam gooien","baksteen raam gooien","2"
"11330","brick","baksteen door ruiten gooien","baksteen ruiten gooien","2"
"11331","brick","baksteen schilderen","baksteen schilderen","3"
"11332","brick","baksteen gebruiken als schuurspons","baksteen schuurspons","4"
"11333","brick","baksteen snijden","baksteen snijden","2"
"11334","brick","baksteen gebruiken als stoel","baksteen stoel","2"
"11335","brick","Een baksteen in stukjes hakken.","baksteen stukjes hakken","1"
"11336","brick","baksteen in stukjes hakken en opnieuw andere vorm steen van plakken","baksteen stukjes hakken opnieuw vorm steen plakken","3"
"11337","brick","baksteen gebruiken als tafeltje","baksteen tafeltje","2"
"11338","brick","baksteen tegen dikke kutsmoel van die arrogante neptrien gooien","baksteen tegen dikke kutsmoel arrogante neptrien gooien","2"
"11339","brick","baksteen tegen me eigen kop slaan zodat die rotgedachten in me kop eens stil houden","baksteen tegen eigen kop slaan zodat rot gedachten kop stil houden","3"
"11340","brick","een baksteen tussen je dijen klemmen en gaan lopen","baksteen tussen dijen klemmen gaan lopen","4"
"11341","brick","baksteen gebruiken als typinstrument","baksteen typ instrument","4"
"11342","brick","Een baksteen vasthouden.","baksteen vasthouden","2"
"11343","brick","baksteen vergelijken met andere soorten stenen, voor- en nadelen afwegen","baksteen vergelijken soorten stenen nadelen afwegen","3"
"11344","brick","om een andere baksteen te vervangen","baksteen vervangen","1"
"11345","brick","baksteen vijverrandje mee metselen","baksteen vijverrandje metselen","2"
"11346","brick","baksteen op me voet laten vallen","baksteen voet laten vallen","2"
"11347","brick","Een baksteen weggooien.","baksteen weggooien","2"
"11348","brick","baksteen als woord in een gezegde of uitdrukking","baksteen woord gezegde uitdrukking","4"
"11349","brick","een baksteen in je zak doen en doen alsof je een enorme mobiel hebt","baksteen zak alsof enorme mobiel hebt","4"
"11350","brick","baksteen om een zak te vullen en zwaar te maken. Om mensen te neppen.","baksteen zak vullen zwaar mensen neppen","2"
"11351","brick","baksteenschaatsen","baksteenschaatsen","4"
"11352","brick","baksteensoep maken","baksteensoep","4"
"11353","brick","Baksteenwerpen mee doen","baksteenwerpen","2"
"11354","brick","Je kunt van bakstenen een BBQ maken :P","bakstenen barbecue p","3"
"11355","brick","bakstenendomino spelen","bakstenen domino spelen","3"
"11356","brick","bakstenen fijnstampen dan krijg je zand","bakstenen fijnstampen krijg zand","2"
"11357","brick","bakstenen in grove stukken hakken en er een mozaiek van maken","bakstenen grove stukken hakken mozaïek","3"
"11358","brick","een bakstenen hoek maken waar je je kind naar toe stuurt als hij straf heeft","bakstenen hoek waar kind toe stuurt straf","3"
"11359","brick","bakstenen in een hoekje leggen als decoratie","bakstenen hoekje leggen decoratie","2"
"11360","brick","een bakstenen hut bouwen in de bosjes","bakstenen hut bouwen bosjes","2"
"11361","brick","een bakstenen matje maken en erop gaan liggen","bakstenen matje erop gaan liggen","3"
"11362","brick","bakstenen aan de muur plakken en het beschouwen als kunst. alles is kunst inmiddels","bakstenen muur plakken beschouwen kunst kunst inmiddels","2"
"11363","brick","bakstenen neerleggen er erop gaan hinkelen","bakstenen neerleggen erop gaan hinkelen","3"
"11364","brick","Je kunt twee bakstenen neerleggen met een plank ertussen en zo een provisorisch kastje bouwen. Hoe meer lagen, hoe hoger de kast.","bakstenen neerleggen plank ertussen provisorisch kastje bouwen lagen hoger kast","3"
"11365","brick","bakstenen palen voor ondersteuning van een blad>tafel,","bakstenen palen ondersteuning blad tafel","2"
"11366","brick","bakstenen stapen tot metershoge stapel","bakstenen stapelen metershoge stapel","2"
"11367","brick","bakstenen stoel maken,","bakstenen stoel","2"
"11368","brick","een bakstenen stoel bouwen","bakstenen stoel bouwen","2"
"11369","brick","een bakstenen tafel bouwen","bakstenen tafel bouwen","2"
"11370","brick","bakstenen vermalen en erin gaan liggen","bakstenen vermalen erin gaan liggen","3"
"11371","brick","bal","bal","3"
"11372","brick","bal","bal","3"
"11373","brick","Als bal/spelobject","bal spelobject","3"
"11374","brick","als bal gebruiken voor wie het verst kan gooien","bal verst gooien","2"
"11375","brick","balanceersteen","balanceersteen","3"
"11376","brick","iets balanceren kwa gewicht","balanceren qua gewicht","2"
"11377","brick","ballast","ballast","2"
"11378","brick","balast","ballast","2"
"11379","brick","als ballast aan een luchtballon","ballast luchtballon","2"
"11380","brick","Als ballast om zwaarder te worden","ballast zwaarder","2"
"11381","brick","als ballonhouder","ballonhouder","2"
"11382","brick","als bank","bank","3"
"11383","brick","bankje","bankje","3"
"11384","brick","bankje maken van bakstenen","bankje bakstenen","3"
"11385","brick","als bar","bar","3"
"11386","brick","barbecue mee maken","barbecue","3"
"11387","brick","bbq maken","barbecue","3"
"11388","brick","bbq maken","barbecue","3"
"11389","brick","BBQ van bouwen","barbecue bouwen","3"
"11390","brick","om een barbeque van te bouwen,","barbecue bouwen","3"
"11391","brick","bbq bouwen","barbecue bouwen","3"
"11392","brick","barbeque onderstel","barbecue onderstel","3"
"11393","brick","een bbq plek maken,","barbecue plek","3"
"11394","brick","bed van maken","bed","3"
"11395","brick","Bed bouwen","bed bouwen","3"
"11396","brick","iemand bedreigen","bedreigen","2"
"11397","brick","om iemand mee te bedreigen","bedreigen","2"
"11398","brick","iemand bedreigen met een baksteen","bedreigen baksteen","2"
"11399","brick","voor een beeld/kunstwerk","beeld kunstwerk","2"
